,scene_breaks,has_caps,has_summ,soap_central,soapcentral_condensed,tvmega_recap,tvdb,n_scenes,n_lines,n_chars,n_chars_per_scene,duration_raw,duration,split,usable
bb-06-11-15,explicit,True,True,True,True,True,False,14,196,6,43.857142857142854,1138.776236,18m 58.78s,train,True
bb-06-12-06,explicit,True,True,True,True,True,True,10,148,8,45.8,1384.025397,23m 4.03s,test,True
bb-06-12-14,explicit,True,True,True,True,True,True,18,142,8,43.22222222222222,1163.342948,19m 23.34s,train,True
bb-06-12-15,explicit,True,True,True,True,True,False,12,187,6,46.666666666666664,1140.494512,19m 0.49s,train,True
bb-06-12-17,explicit,True,True,True,True,True,False,21,156,9,40.666666666666664,1142.607528,19m 2.61s,train,True
bb-06-13-06,explicit,True,True,True,True,True,True,9,120,13,46.888888888888886,1335.983311,22m 15.98s,test,True
bb-06-13-14,explicit,True,True,True,True,True,True,15,142,8,42.06666666666667,1138.845896,18m 58.85s,train,True
bb-06-13-17,explicit,True,True,True,True,True,False,21,189,10,41.857142857142854,1141.864490,19m 1.86s,train,True
bb-06-14-02,explicit,True,True,True,True,False,True,20,144,17,38.35,1136.640000,18m 56.64s,train,True
bb-06-14-06,explicit,True,True,True,True,True,True,15,159,14,41.266666666666666,1339.977143,22m 19.98s,test,True
bb-06-14-17,explicit,True,True,True,True,True,False,20,172,10,41.7,1142.143129,19m 2.14s,train,True
bb-06-15-06,explicit,True,True,True,True,True,True,14,162,6,43.785714285714285,1333.986395,22m 13.99s,test,True
bb-06-15-15,explicit,True,True,True,True,True,False,17,176,8,45.1764705882353,1137.150839,18m 57.15s,train,True
bb-06-15-17,explicit,True,True,True,True,True,False,22,147,9,38.77272727272727,1142.491429,19m 2.49s,train,True
bb-06-16-06,explicit,True,True,True,True,True,True,20,142,16,41.75,1348.986485,22m 28.99s,train,True
bb-06-16-14,explicit,True,True,True,True,True,True,23,187,14,36.65217391304348,1142.096689,19m 2.10s,train,True
bb-06-16-15,explicit,True,True,True,True,True,False,15,173,8,42.0,1137.522358,18m 57.52s,train,True
bb-06-16-17,explicit,True,True,True,True,True,False,18,202,9,39.27777777777778,1167.197460,19m 27.20s,train,True
bb-06-17-14,explicit,True,True,True,True,True,True,15,135,7,43.2,1138.985215,18m 58.99s,train,True
bb-06-17-15,explicit,True,True,True,True,True,False,15,231,6,45.666666666666664,1141.051791,19m 1.05s,train,True
bb-06-18-14,explicit,True,True,True,True,True,True,37,173,16,33.24324324324324,1148.760816,19m 8.76s,train,True
bb-06-19-14,explicit,True,True,True,True,True,True,18,196,18,43.55555555555556,1144.859864,19m 4.86s,train,True
bb-06-19-17,explicit,True,True,True,True,True,False,18,180,10,38.888888888888886,1140.331973,19m 0.33s,train,True
bb-06-20-14,explicit,True,True,True,True,True,True,32,201,16,35.71875,1139.774694,18m 59.77s,train,True
bb-06-20-17,explicit,True,True,True,True,True,False,16,129,8,41.25,1167.151020,19m 27.15s,train,True
bb-06-21-06,explicit,True,True,True,True,True,True,13,183,9,43.38461538461539,1341.486440,22m 21.49s,test,True
bb-06-21-17,explicit,True,True,True,True,True,False,16,154,8,43.9375,1140.494512,19m 0.49s,train,True
bb-06-22-06,implicit,True,True,True,True,False,True,7,75,12,33.42857142857143,1310.464580,21m 50.46s,train,True
bb-06-22-15,explicit,True,True,True,True,True,False,19,176,7,44.21052631578947,1141.446531,19m 1.45s,train,True
bb-06-22-17,explicit,True,True,True,True,True,False,15,128,7,44.8,1136.918639,18m 56.92s,train,True
bb-06-23-14,explicit,True,True,True,True,True,True,25,142,16,35.32,1148.900136,19m 8.90s,train,True
bb-06-23-15,explicit,True,True,True,True,True,False,17,155,10,43.76470588235294,1139.542494,18m 59.54s,train,True
bb-06-23-17,explicit,True,True,True,True,True,False,29,160,12,36.758620689655174,1138.404717,18m 58.40s,train,True
bb-06-24-14,explicit,True,True,True,True,True,True,15,212,10,45.6,1125.958821,18m 45.96s,train,True
bb-06-24-15,explicit,True,True,True,True,True,False,24,175,10,36.958333333333336,1164.852245,19m 24.85s,train,True
bb-06-25-14,explicit,True,True,True,True,True,True,27,168,11,34.81481481481482,1137.383039,18m 57.38s,train,True
bb-06-25-15,explicit,True,True,True,True,True,False,17,225,9,43.470588235294116,1140.053333,19m 0.05s,train,True
bb-06-26-14,explicit,True,True,True,True,True,True,21,189,9,41.857142857142854,1167.383220,19m 27.38s,train,True
bb-06-26-15,explicit,True,True,True,True,True,False,11,126,9,43.63636363636363,1139.310295,18m 59.31s,train,True
bb-06-26-17,explicit,True,True,True,True,True,False,22,197,9,41.45454545454545,1140.122993,19m 0.12s,train,True
bb-06-27-14,explicit,True,True,True,True,True,True,24,173,11,38.458333333333336,1142.584308,19m 2.58s,train,True
bb-06-27-17,explicit,True,True,True,True,True,False,30,181,12,40.56666666666667,1165.897143,19m 25.90s,train,True
bb-06-28-02,explicit,True,True,True,True,False,True,9,149,6,46.111111111111114,1135.386122,18m 55.39s,train,True
bb-06-28-17,explicit,True,True,True,True,True,False,22,111,8,38.72727272727273,1142.955828,19m 2.96s,train,True
bb-06-29-15,explicit,True,True,True,True,True,False,28,208,12,38.964285714285715,1162.599909,19m 22.60s,train,True
bb-06-29-17,explicit,True,True,True,True,True,False,16,165,10,44.75,1139.658594,18m 59.66s,train,True
bb-06-30-14,explicit,True,True,False,False,True,True,28,201,12,36.892857142857146,1142.027029,19m 2.03s,train,True
bb-06-30-15,explicit,True,True,True,True,True,False,19,147,10,43.05263157894737,1137.383039,18m 57.38s,train,True
bb-06-30-17,explicit,True,True,True,True,True,False,30,182,20,35.63333333333333,1142.259229,19m 2.26s,train,True
bb-07-01-14,explicit,True,True,True,True,True,True,17,157,13,39.705882352941174,1167.011701,19m 27.01s,train,True
bb-07-01-15,explicit,True,True,True,True,True,False,18,191,12,45.05555555555556,1140.517732,19m 0.52s,train,True
bb-07-02-14,explicit,True,True,True,True,True,True,20,131,10,39.4,1140.819592,19m 0.82s,train,True
bb-07-02-15,explicit,True,True,True,True,True,False,12,190,14,46.75,1138.683356,18m 58.68s,train,True
bb-07-03-14,explicit,True,True,True,True,True,True,14,200,7,46.5,1138.358277,18m 58.36s,train,True
bb-07-03-17,explicit,True,True,True,True,True,False,24,178,17,38.791666666666664,1142.700408,19m 2.70s,train,True
bb-07-04-14,explicit,True,True,True,True,True,True,19,232,7,42.31578947368421,1140.076553,19m 0.08s,train,True
bb-07-04-17,explicit,True,True,True,True,True,False,20,138,8,41.35,1168.451338,19m 28.45s,train,True
bb-07-05-17,explicit,True,True,True,True,True,False,22,172,9,39.40909090909091,1140.540952,19m 0.54s,train,True
bb-07-06-17,explicit,True,True,True,True,True,False,20,143,10,41.1,1142.166349,19m 2.17s,train,True
bb-07-07-06,explicit,True,True,True,True,True,True,12,107,11,41.416666666666664,1135.084263,18m 55.08s,train,True
bb-07-07-14,explicit,True,True,True,True,True,True,15,129,6,39.86666666666667,1163.784127,19m 23.78s,train,True
bb-07-07-17,explicit,True,True,True,True,True,False,16,168,7,40.8125,1140.587392,19m 0.59s,train,True
bb-07-08-14,explicit,True,True,True,True,True,True,15,177,19,43.6,1138.520816,18m 58.52s,train,True
bb-07-08-15,explicit,True,True,True,True,True,False,18,183,11,42.388888888888886,1140.749932,19m 0.75s,train,True
bb-07-09-14,explicit,True,True,True,True,True,True,24,144,10,36.875,1139.124535,18m 59.12s,train,True
bb-07-09-15,explicit,True,True,True,True,True,False,20,202,11,42.95,1137.336599,18m 57.34s,train,True
bb-07-10-14,explicit,True,True,True,True,True,True,15,175,11,45.6,1139.774694,18m 59.77s,train,True
bb-07-10-15,explicit,True,True,True,True,True,False,10,139,6,46.2,1162.669569,19m 22.67s,train,True
bb-07-10-17,explicit,True,True,True,True,True,False,17,170,8,42.411764705882355,1139.496054,18m 59.50s,train,True
bb-07-11-14,explicit,True,True,True,True,True,True,26,198,9,35.38461538461539,1140.285533,19m 0.29s,train,True
bb-07-11-17,explicit,True,True,True,True,True,False,19,171,11,43.31578947368421,1142.189569,19m 2.19s,train,True
bb-07-12-17,explicit,True,True,True,True,True,False,20,161,11,40.65,1164.852245,19m 24.85s,train,True
bb-07-13-15,explicit,True,True,True,True,True,False,9,169,6,50.666666666666664,1138.079637,18m 58.08s,train,True
bb-07-13-17,explicit,True,True,True,True,True,False,20,180,10,39.9,1140.935692,19m 0.94s,train,True
bb-07-14-14,explicit,True,True,True,True,True,True,16,181,12,42.9375,1138.544036,18m 58.54s,train,True
bb-07-14-15,explicit,True,True,True,True,True,False,22,171,16,41.86363636363637,1163.435828,19m 23.44s,train,True
bb-07-14-17,explicit,True,True,True,True,True,False,26,216,9,37.34615384615385,1141.075011,19m 1.08s,train,True
bb-07-15-14,explicit,True,True,True,True,True,True,13,188,7,43.76923076923077,1137.383039,18m 57.38s,train,True
bb-07-16-14,explicit,True,True,True,True,True,True,20,236,12,42.8,1139.147755,18m 59.15s,train,True
bb-07-16-15,explicit,True,True,True,True,True,False,19,187,11,42.05263157894737,1142.050249,19m 2.05s,train,True
bb-07-16-19,explicit,True,True,False,False,True,True,23,129,9,35.08695652173913,1163.946667,19m 23.95s,train,True
bb-07-17-14,explicit,True,True,True,True,True,True,16,136,14,42.8125,1163.900227,19m 23.90s,train,True
bb-07-17-15,explicit,True,True,True,True,True,False,52,211,30,34.32692307692308,1137.452698,18m 57.45s,train,True
bb-07-17-17,explicit,True,True,True,True,True,False,23,214,6,35.130434782608695,1172.305850,19m 32.31s,train,True
bb-07-18-11,explicit,False,True,True,True,True,False,13,149,6,42.61538461538461,40.333061,40.33s,nelly-excluded,False
bb-07-18-14,explicit,True,True,True,True,True,True,15,126,11,39.86666666666667,1140.587392,19m 0.59s,train,True
bb-07-18-17,explicit,True,True,True,True,True,False,19,159,10,41.578947368421055,1139.821134,18m 59.82s,train,True
bb-07-19-11,explicit,False,True,True,True,True,False,12,135,7,44.25,95.898413,1m 35.90s,nelly-excluded,False
bb-07-21-14,explicit,True,True,True,True,True,True,20,179,8,39.0,1171.655692,19m 31.66s,train,True
bb-07-21-15,explicit,True,True,True,True,True,False,16,164,13,41.4375,1139.194195,18m 59.19s,train,True
bb-07-21-17,explicit,True,True,True,True,True,False,16,142,7,42.625,1142.909388,19m 2.91s,train,True
bb-07-22-14,explicit,True,True,True,True,True,True,14,198,7,45.92857142857143,1139.217415,18m 59.22s,train,True
bb-07-22-15,explicit,True,True,True,True,True,False,14,210,10,46.142857142857146,1164.596825,19m 24.60s,train,True
bb-07-23-14,explicit,True,True,True,True,True,True,21,231,11,40.23809523809524,1139.379955,18m 59.38s,train,True
bb-07-24-14,explicit,True,True,True,True,True,True,18,225,18,44.333333333333336,1140.122993,19m 0.12s,train,True
bb-07-24-15,explicit,True,True,True,True,True,False,15,146,7,41.666666666666664,1137.592018,18m 57.59s,train,True
bb-07-24-17,explicit,True,True,True,True,True,False,19,228,17,44.10526315789474,1143.443447,19m 3.44s,train,True
bb-07-25-06,implicit,False,True,True,True,False,True,5,65,12,44.0,1757.402268,29m 17.40s,nelly-excluded,False
bb-07-25-14,explicit,True,True,True,True,True,True,24,194,9,35.916666666666664,1142.514649,19m 2.51s,train,True
bb-07-25-17,explicit,True,True,True,True,True,False,17,128,8,41.23529411764706,1141.167891,19m 1.17s,train,True
bb-07-25-19,explicit,True,True,False,False,True,True,20,182,8,40.85,1140.331973,19m 0.33s,train,True
bb-07-26-06,explicit,True,True,True,True,True,True,14,157,10,43.357142857142854,1199.914376,19m 59.91s,train,True
bb-07-26-17,explicit,True,True,True,True,True,False,22,147,9,38.36363636363637,1143.814966,19m 3.81s,train,True
bb-07-27-15,explicit,True,True,True,True,True,False,14,102,19,40.714285714285715,1140.053333,19m 0.05s,train,True
bb-07-27-17,explicit,True,True,True,True,True,False,19,131,14,39.63157894736842,1125.169342,18m 45.17s,train,True
bb-07-28-06,explicit,True,True,True,True,True,True,12,144,8,43.333333333333336,1369.002086,22m 49.00s,val,True
bb-07-28-14,explicit,True,True,True,True,True,True,20,160,9,37.05,1163.296508,19m 23.30s,train,True
bb-07-28-15,explicit,True,True,True,True,True,False,16,165,9,42.625,1138.776236,18m 58.78s,train,True
bb-07-28-17,explicit,True,True,True,True,True,False,28,186,14,38.25,1165.757823,19m 25.76s,train,True
bb-07-29-14,explicit,True,True,True,True,True,True,22,177,10,41.81818181818182,1139.194195,18m 59.19s,train,True
bb-07-29-15,explicit,True,True,True,True,True,False,15,208,11,43.13333333333333,1138.776236,18m 58.78s,train,True
bb-07-30-14,explicit,True,True,True,True,True,True,20,181,12,42.1,1139.449615,18m 59.45s,train,True
bb-07-30-15,explicit,True,True,True,True,True,False,13,150,10,43.53846153846154,1137.754558,18m 57.75s,train,True
bb-07-31-06,explicit,True,True,True,True,True,True,24,173,13,36.791666666666664,1372.020680,22m 52.02s,val,True
bb-07-31-14,explicit,True,True,True,True,True,True,17,205,14,43.76470588235294,1143.118367,19m 3.12s,train,True
bb-07-31-15,explicit,True,True,True,True,True,False,15,199,7,47.266666666666666,1138.474376,18m 58.47s,train,True
bb-07-31-17,explicit,True,True,True,True,True,False,22,125,12,41.72727272727273,1140.471293,19m 0.47s,train,True
bb-07-31-19,explicit,True,True,False,False,True,True,19,151,12,38.89473684210526,1140.424853,19m 0.42s,train,True
bb-08-01-06,explicit,True,True,True,True,True,True,13,162,9,42.92307692307692,1350.983401,22m 30.98s,val,True
bb-08-01-14,explicit,True,True,True,True,True,True,20,194,10,39.4,1140.540952,19m 0.54s,train,True
bb-08-01-17,explicit,True,True,True,True,True,False,19,206,12,40.21052631578947,1142.584308,19m 2.58s,train,True
bb-08-02-06,explicit,True,True,True,True,True,True,11,112,12,44.36363636363637,1281.416417,21m 21.42s,val,True
bb-08-03-06,explicit,True,True,True,True,True,True,8,129,11,46.25,1297.438186,21m 37.44s,val,True
bb-08-03-15,explicit,True,True,True,True,True,False,13,176,7,47.0,1163.180408,19m 23.18s,train,True
bb-08-03-17,explicit,True,True,True,True,True,False,25,163,11,36.44,1168.126259,19m 28.13s,train,True
bb-08-04-06,explicit,True,True,True,True,True,True,12,129,11,42.916666666666664,1303.452154,21m 43.45s,val,True
bb-08-04-14,explicit,True,True,True,True,True,True,44,196,16,30.363636363636363,1138.126077,18m 58.13s,train,True
bb-08-04-15,explicit,True,True,True,True,True,False,12,215,5,44.333333333333336,1164.178866,19m 24.18s,train,True
bb-08-04-17,explicit,True,True,True,True,True,False,24,156,11,39.666666666666664,1142.630748,19m 2.63s,train,True
bb-08-05-14,explicit,True,True,True,True,True,True,25,216,11,38.72,1138.311837,18m 58.31s,train,True
bb-08-05-15,explicit,True,True,True,True,True,False,15,122,8,41.733333333333334,1142.189569,19m 2.19s,train,True
bb-08-06-14,explicit,True,True,True,True,True,True,14,183,7,46.42857142857143,1136.848980,18m 56.85s,train,True
bb-08-06-15,explicit,True,True,True,True,True,False,16,238,10,46.0,1141.144671,19m 1.14s,train,True
bb-08-07-14,explicit,True,True,True,True,True,True,9,211,11,45.111111111111114,1167.917279,19m 27.92s,train,True
bb-08-07-15,explicit,True,True,True,True,True,False,15,196,14,45.2,1137.986757,18m 57.99s,train,True
bb-08-07-17,explicit,True,True,True,True,True,False,21,157,11,40.76190476190476,1142.073469,19m 2.07s,train,True
bb-08-08-05,explicit,True,True,True,True,True,True,6,106,8,46.833333333333336,1335.983311,22m 15.98s,train,True
bb-08-08-06,explicit,True,True,True,True,True,True,10,130,9,44.4,1304.938231,21m 44.94s,val,True
bb-08-08-14,explicit,True,True,True,True,True,True,3,108,7,52.666666666666664,1139.008435,18m 59.01s,train,True
bb-08-08-17,explicit,True,True,True,True,True,False,16,143,8,43.1875,1142.979048,19m 2.98s,train,True
bb-08-09-06,explicit,True,True,True,True,True,True,12,151,8,43.666666666666664,1333.475556,22m 13.48s,val,True
bb-08-09-17,explicit,True,True,True,True,True,False,42,198,19,32.45238095238095,1140.146213,19m 0.15s,train,True
bb-08-10-06,explicit,True,True,True,True,True,True,10,113,9,43.1,1362.012880,22m 42.01s,val,True
bb-08-10-15,explicit,True,True,True,True,True,False,13,146,13,45.46153846153846,1136.477460,18m 56.48s,train,True
bb-08-10-17,explicit,True,True,True,True,True,False,18,206,8,41.05555555555556,1139.612154,18m 59.61s,train,True
bb-08-11-06,explicit,True,True,True,True,True,True,9,146,6,46.44444444444444,1375.016054,22m 55.02s,val,True
bb-08-11-14,explicit,True,True,True,True,True,True,21,111,10,37.142857142857146,1139.217415,18m 59.22s,train,True
bb-08-11-15,explicit,True,True,True,True,True,False,10,128,9,45.8,1137.174059,18m 57.17s,train,True
bb-08-11-17,explicit,True,True,True,True,True,False,15,201,8,43.86666666666667,1169.612336,19m 29.61s,train,True
bb-08-12-14,explicit,True,True,True,True,True,True,18,145,10,40.611111111111114,1164.480726,19m 24.48s,train,True
bb-08-12-15,explicit,True,True,True,True,True,False,16,105,11,41.0,1160.277914,19m 20.28s,train,True
bb-08-13-14,explicit,True,True,True,True,True,True,16,139,7,43.8125,1135.641542,18m 55.64s,train,True
bb-08-13-15,explicit,True,True,True,True,True,False,11,206,8,48.81818181818182,1137.847438,18m 57.85s,train,True
bb-08-14-06,explicit,True,True,True,True,True,True,11,157,7,43.81818181818182,1349.984943,22m 29.98s,val,True
bb-08-14-14,explicit,True,True,True,True,True,True,16,116,10,43.6875,1140.842812,19m 0.84s,train,True
bb-08-14-15,explicit,True,True,True,True,True,False,28,205,12,37.214285714285715,1137.243719,18m 57.24s,train,True
bb-08-14-17,explicit,True,True,True,True,True,False,18,106,9,40.27777777777778,1139.960454,18m 59.96s,train,True
bb-08-15-06,explicit,True,True,True,True,True,True,9,125,7,46.22222222222222,1365.519093,22m 45.52s,val,True
bb-08-15-14,explicit,True,True,True,True,True,True,18,166,8,39.77777777777778,1142.119909,19m 2.12s,train,True
bb-08-15-17,explicit,True,True,True,True,True,False,24,183,14,39.958333333333336,1169.844535,19m 29.84s,train,True
bb-08-16-06,explicit,True,True,True,True,True,True,11,143,13,43.27272727272727,1320.960000,22m 0.96s,val,True
bb-08-16-17,explicit,True,True,True,True,True,False,18,159,11,42.611111111111114,1140.169433,19m 0.17s,train,True
bb-08-17-06,explicit,True,True,True,True,True,True,11,162,14,46.54545454545455,1361.014422,22m 41.01s,val,True
bb-08-17-15,explicit,True,True,True,True,True,False,15,193,9,43.4,1139.240635,18m 59.24s,train,True
bb-08-17-17,explicit,True,True,True,True,True,False,18,137,8,39.166666666666664,1139.728254,18m 59.73s,train,True
bb-08-18-14,explicit,True,True,True,True,True,True,10,159,8,45.4,1137.243719,18m 57.24s,train,True
bb-08-18-15,explicit,True,True,True,True,True,False,13,163,9,45.61538461538461,1138.544036,18m 58.54s,train,True
bb-08-18-17,explicit,True,True,True,True,True,False,19,147,8,41.63157894736842,1139.728254,18m 59.73s,train,True
bb-08-19-05,explicit,True,True,True,True,True,True,10,129,5,43.6,1243.846531,20m 43.85s,train,True
bb-08-19-14,explicit,True,True,True,True,True,True,11,190,9,50.27272727272727,1142.027029,19m 2.03s,train,True
bb-08-19-15,explicit,True,True,True,True,True,False,15,214,7,43.13333333333333,1166.709841,19m 26.71s,train,True
bb-08-20-14,explicit,True,True,True,True,True,True,19,130,9,41.0,1166.199002,19m 26.20s,train,True
bb-08-20-15,explicit,True,True,True,True,True,False,17,206,10,44.64705882352941,1138.218957,18m 58.22s,train,True
bb-08-21-06,explicit,True,True,True,True,True,True,15,147,10,43.4,1334.474014,22m 14.47s,val,True
bb-08-21-14,explicit,True,True,True,True,True,True,19,273,15,43.8421052631579,1140.285533,19m 0.29s,train,True
bb-08-21-15,explicit,True,True,True,True,True,False,19,169,8,41.89473684210526,1136.988299,18m 56.99s,train,True
bb-08-21-19,explicit,True,True,False,False,True,True,21,136,7,36.476190476190474,1141.167891,19m 1.17s,train,True
bb-08-22-05,explicit,True,True,True,True,True,True,10,112,6,41.9,1264.396467,21m 4.40s,val,True
bb-08-22-14,explicit,True,True,True,True,True,True,32,213,19,34.78125,1138.776236,18m 58.78s,train,True
bb-08-22-16,explicit,True,True,False,False,True,False,23,179,9,39.78260869565217,1141.214331,19m 1.21s,train,True
bb-08-22-18,explicit,True,True,False,False,True,False,32,194,20,31.75,1135.571882,18m 55.57s,train,True
bb-08-23-05,explicit,True,True,True,True,True,True,9,131,7,41.22222222222222,1231.865034,20m 31.87s,train,True
bb-08-23-16,explicit,True,True,False,False,True,False,16,131,7,39.5,1166.477642,19m 26.48s,train,True
bb-08-24-05,explicit,True,True,True,True,True,True,10,147,9,44.6,1342.995737,22m 23.00s,train,True
bb-08-24-15,explicit,True,True,True,True,True,False,13,200,8,45.76923076923077,1136.918639,18m 56.92s,train,True
bb-08-24-16,explicit,True,True,False,False,True,False,20,215,10,42.3,1141.655510,19m 1.66s,train,True
bb-08-24-17,explicit,True,True,True,True,True,False,16,170,11,43.25,1139.635374,18m 59.64s,train,True
bb-08-25-14,explicit,True,True,True,True,True,True,32,150,11,34.4375,1165.107664,19m 25.11s,train,True
bb-08-25-15,explicit,True,True,True,True,True,False,13,175,7,45.38461538461539,1163.273288,19m 23.27s,train,True
bb-08-25-16,explicit,True,True,False,False,True,False,15,154,7,42.2,1141.283991,19m 1.28s,train,True
bb-08-25-17,explicit,True,True,True,True,True,False,17,172,13,41.76470588235294,1165.363084,19m 25.36s,train,True
bb-08-26-05,explicit,True,True,True,True,True,True,10,134,6,42.2,1260.913197,21m 0.91s,train,True
bb-08-26-14,explicit,True,True,True,True,True,True,18,130,9,39.05555555555556,1139.472834,18m 59.47s,train,True
bb-08-26-15,explicit,True,True,True,True,True,False,18,229,8,44.611111111111114,1137.243719,18m 57.24s,train,True
bb-08-26-16,explicit,True,True,False,False,True,False,16,222,7,43.5,1142.375329,19m 2.38s,train,True
bb-08-27-14,explicit,True,True,True,True,True,True,15,159,8,43.06666666666667,1138.892336,18m 58.89s,train,True
bb-08-27-15,explicit,True,True,True,True,True,False,16,195,7,43.0625,1140.889252,19m 0.89s,train,True
bb-08-27-18,explicit,True,True,False,False,True,False,16,139,11,39.4375,1164.829025,19m 24.83s,train,True
bb-08-28-14,explicit,True,True,True,True,True,True,17,162,16,42.8235294117647,1138.892336,18m 58.89s,train,True
bb-08-28-15,explicit,True,True,True,True,True,False,12,199,6,48.333333333333336,1141.075011,19m 1.08s,train,True
bb-08-28-17,explicit,True,True,True,True,True,False,19,143,10,42.8421052631579,1138.126077,18m 58.13s,train,True
bb-08-29-05,explicit,True,True,True,True,False,True,8,96,5,40.0,1270.920998,21m 10.92s,train,True
bb-08-29-06,explicit,True,True,True,True,True,True,14,181,10,43.0,1341.974059,22m 21.97s,train,True
bb-08-29-14,explicit,True,True,True,True,True,True,24,179,11,38.583333333333336,1139.472834,18m 59.47s,train,True
bb-08-29-17,explicit,True,True,True,True,True,False,26,161,14,34.76923076923077,1140.471293,19m 0.47s,train,True
bb-08-30-05,explicit,True,True,True,True,True,True,12,109,12,43.0,1346.478730,22m 26.48s,train,True
bb-08-30-06,explicit,True,True,True,True,True,True,11,144,13,45.63636363636363,1306.958367,21m 46.96s,train,True
bb-08-30-16,explicit,True,True,False,False,True,False,17,189,10,43.1764705882353,1141.353651,19m 1.35s,train,True
bb-08-30-17,explicit,True,True,True,True,True,False,17,161,7,40.05882352941177,1139.844354,18m 59.84s,train,True
bb-08-31-05,explicit,True,True,False,False,True,True,12,117,17,40.666666666666664,1312.461497,21m 52.46s,train,True
bb-08-31-06,implicit,True,True,True,True,False,True,15,156,12,42.2,1323.955967,22m 3.96s,train,True
bb-08-31-15,explicit,True,True,False,False,True,False,13,157,9,44.46153846153846,1140.982132,19m 0.98s,train,True
bb-08-31-17,explicit,True,True,True,True,True,False,32,199,15,35.65625,1168.033379,19m 28.03s,train,True
bb-09-01-05,explicit,True,True,True,True,True,True,9,148,10,45.333333333333336,1353.003537,22m 33.00s,train,True
bb-09-01-06,explicit,True,True,True,True,True,True,17,155,9,40.76470588235294,1308.955283,21m 48.96s,train,True
bb-09-01-15,explicit,True,True,True,True,True,False,12,124,9,44.25,1138.753016,18m 58.75s,train,True
bb-09-01-17,explicit,True,True,True,True,True,False,20,118,10,35.5,1141.794830,19m 1.79s,train,True
bb-09-02-05,explicit,True,True,True,True,False,True,7,74,7,42.142857142857146,1364.009796,22m 44.01s,train,True
bb-09-02-14,explicit,True,True,True,True,True,True,15,160,7,44.733333333333334,1166.036463,19m 26.04s,train,True
bb-09-02-15,explicit,True,True,True,True,True,False,13,162,6,42.46153846153846,1165.943583,19m 25.94s,train,True
bb-09-02-19,explicit,True,True,False,False,True,True,14,156,8,39.214285714285715,1141.260771,19m 1.26s,train,True
bb-09-03-14,explicit,True,True,True,True,True,True,18,195,8,42.94444444444444,1139.124535,18m 59.12s,train,True
bb-09-03-15,explicit,True,True,True,True,True,False,17,147,9,42.1764705882353,1139.890794,18m 59.89s,train,True
bb-09-04-14,explicit,True,True,True,True,True,True,12,236,10,48.5,1138.358277,18m 58.36s,train,True
bb-09-04-15,explicit,True,True,True,True,True,False,13,143,7,46.38461538461539,1140.680272,19m 0.68s,train,True
bb-09-04-17,explicit,True,True,True,True,True,False,34,202,12,34.794117647058826,1138.265397,18m 58.27s,train,True
bb-09-05-06,explicit,True,True,True,True,True,True,15,128,9,40.733333333333334,1313.459955,21m 53.46s,train,True
bb-09-05-17,explicit,True,True,True,True,True,False,21,176,15,39.95238095238095,1139.612154,18m 59.61s,train,True
bb-09-06-05,explicit,True,True,True,True,True,True,10,156,7,43.2,1376.014512,22m 56.01s,train,True
bb-09-06-06,implicit,True,True,True,True,False,True,10,74,6,41.5,1338.978685,22m 18.98s,train,True
bb-09-06-16,explicit,True,True,False,False,True,False,18,178,8,40.5,1141.283991,19m 1.28s,train,True
bb-09-06-17,explicit,True,True,True,True,True,False,23,159,11,39.34782608695652,1164.991565,19m 24.99s,train,True
bb-09-07-05,explicit,True,True,True,True,True,True,12,188,10,45.25,1333.986395,22m 13.99s,train,True
bb-09-07-06,explicit,True,True,True,True,True,True,16,130,8,38.8125,1314.946967,21m 54.95s,train,True
bb-09-07-15,explicit,True,True,True,True,True,False,10,133,7,44.4,1140.726712,19m 0.73s,train,True
bb-09-07-16,explicit,True,True,False,False,True,False,18,214,7,46.55555555555556,1141.539410,19m 1.54s,train,True
bb-09-07-17,explicit,True,True,True,True,True,False,19,132,9,42.78947368421053,1138.776236,18m 58.78s,train,True
bb-09-08-05,explicit,True,True,True,True,True,True,10,182,9,44.9,1382.028481,23m 2.03s,train,True
bb-09-08-14,explicit,True,True,True,True,True,True,15,186,7,44.733333333333334,1139.124535,18m 59.12s,train,True
bb-09-08-15,explicit,True,True,True,True,True,False,17,201,8,44.588235294117645,1138.544036,18m 58.54s,train,True
bb-09-08-16,explicit,True,True,False,False,True,False,12,154,6,44.666666666666664,1162.065850,19m 22.07s,train,True
bb-09-08-17,explicit,True,True,True,True,True,False,27,157,13,35.25925925925926,1141.934150,19m 1.93s,train,True
bb-09-09-14,explicit,True,True,True,True,True,True,12,169,7,46.5,1164.643265,19m 24.64s,train,True
bb-09-09-15,explicit,True,True,True,True,True,False,14,262,7,46.214285714285715,1137.847438,18m 57.85s,train,True
bb-09-09-16,explicit,True,True,False,False,True,False,15,103,7,41.4,1141.260771,19m 1.26s,train,True
bb-09-10-14,explicit,True,True,True,True,True,True,13,135,6,43.61538461538461,1140.285533,19m 0.29s,train,True
bb-09-10-15,explicit,True,True,True,True,True,False,13,178,6,45.84615384615385,1162.878549,19m 22.88s,train,True
bb-09-11-06,implicit,True,True,True,True,False,True,7,67,7,40.142857142857146,1301.942857,21m 41.94s,train,True
bb-09-11-14,explicit,True,True,True,True,True,True,15,209,8,45.2,1139.194195,18m 59.19s,train,True
